post_id	listing_name	make	model	year	odometer	vin	condition	title_status	cylinders	crumb_area	crumb_subarea	price
6502464125		Subaru		2004	130000	jf1gd60674l4003	good	clean	4 cylinders	minneapolis	dakota/scott	8700
6490888702		Subaru		2011				clean		minneapolis	dakota/scott	13000
6503470025		Subaru		2013				clean		atlanta	atlanta	16000
6518604851		Subaru		2013	57900		like new	clean	4 cylinders	minneapolis	carv/sher/wri	17999
6489939356		Subaru		2014	47000			rebuilt	4 cylinders	missoula		22500
6501687278		Subaru		2004	172000		excellent	clean	4 cylinders	minneapolis	hennepin co	12500
6509947372		Subaru		1995	200700		good	clean		missoula		2250
6505900554		Subaru		2006	130000		good	clean	4 cylinders	atlanta	atlanta	15000
6508391511		Subaru		2013	60000		like new	lien	4 cylinders	atlanta	otp north	17000
6499857379		Subaru		2010	144000		good	clean	6 cylinders	missoula		8200
6486976979		Subaru		2006	84000			clean	4 cylinders	atlanta	otp west	4000
6518356670		Subaru		1999			good	clean	4 cylinders	minneapolis	washington/WI	975
6505745275		Subaru		2002	150000			rebuilt		missoula		5495
6486125079		Subaru		2007	263000		good	clean	4 cylinders	minneapolis	dakota/scott	2999
6513312319		Subaru		2013	56000		good	lien	4 cylinders	atlanta	atlanta	17000
6486076892		Subaru		2008				clean		atlanta	otp north	5795
6492147045		Subaru		1995	164000			clean		missoula		2700
6516807506		Subaru		2013	53240	JF1ZCAC15D2608881	excellent	rebuilt	4 cylinders	minneapolis	anok/chis/isa	11950
6484530718		Subaru		2017	9500	4S3BNAB6XH3021238	like new	rebuilt	4 cylinders	minneapolis	hennepin co	16950
6516884967		Subaru		2008	92260		excellent	clean	4 cylinders	minneapolis	ramsey co	6800
6502777735		Subaru		2001	136665		good	clean	6 cylinders	atlanta	otp east	4600
6510651354		Subaru		2006			excellent	clean		atlanta	otp north	3200
6503416638		Subaru		2013	98000			clean		minneapolis	washington/WI	17500
6518110747		Subaru		2004	132000		excellent	clean	4 cylinders	minneapolis	ramsey co	11800
6515216798		Subaru		2009	203000		good	rebuilt	4 cylinders	minneapolis	anok/chis/isa	4000
6497733438		Subaru		2005	164000		good	salvage	4 cylinders	minneapolis	ramsey co	4500
6501112693		Subaru		2005			salvage	clean		minneapolis	washington/WI	1500
6485436967		Subaru		2011	102000		excellent	clean	4 cylinders	minneapolis	hennepin co	11000
6501527381		Subaru		2001	155762			clean		minneapolis	hennepin co	1900
6516075907		Subaru		2004,2016,2017,2000				clean		minneapolis	ramsey co	4400
6489253195		Subaru		2008	169000		excellent	clean	4 cylinders	minneapolis	dakota/scott	5500
6517992186		Subaru		2003	144500			clean		minneapolis	anok/chis/isa	5900
6510250638		Subaru		2008	168000		like new	clean	5 cylinders	minneapolis	dakota/scott	5500
6460323218		Subaru		2008				clean		minneapolis	anok/chis/isa	7500
6498266495		Subaru		2004	204000		good	clean	4 cylinders	minneapolis	hennepin co	2750
6511330220		Subaru		2004	166459		like new	clean	8 cylinders	minneapolis	ramsey co	8000
6512568963		Subaru		1999	181987	Godgodgod	excellent	clean	4 cylinders	minneapolis	hennepin co	2400
6494946998		Subaru		2001	182000			clean	4 cylinders	minneapolis	ramsey co	2400
6518674463		Subaru		2009	81000		good	rebuilt	4 cylinders	minneapolis	dakota/scott	7500
6503154135		Subaru		2002	175000		good	clean	4 cylinders	minneapolis	anok/chis/isa	4950
6471270965		Subaru		1997			fair	clean	4 cylinders	minneapolis	washington/WI	999
6506543171		Subaru		2002			fair	clean	4 cylinders	minneapolis	ramsey co	2000
6518788993		Subaru						clean	4 cylinders	missoula		950
6508981836		Subaru		1998				salvage		missoula		600
6519853532		Subaru		2009	70344		excellent	rebuilt	4 cylinders	missoula		8900
6515818130		Subaru		2011	85000		excellent	clean		missoula		21000
6463067538		Subaru		2007	44000		like new	clean	4 cylinders	missoula		26000
6477229550		Subaru		1993	97000		fair	clean	4 cylinders	missoula		400
6471156415		Subaru		2017	16000		like new	clean	4 cylinders	missoula		27900
6496864684		Subaru		2010	103300		excellent	clean	4 cylinders	missoula		16500
6518657122		Subaru		1995	221		good	clean	4 cylinders	missoula		2250
6517632928		Subaru		1999			fair	clean		missoula		
6489277748		Subaru		1995	235241	4S3BK631987	fair	clean		missoula		500
6469952977		Subaru		2015	35789		excellent	rebuilt	4 cylinders	missoula		14200
6489397313		Subaru		2003	194000		excellent	clean	8 cylinders	missoula		9000
6503225649		Subaru		2016				rebuilt		missoula		17000
6510985255					109000		excellent	clean	4 cylinders	missoula		12000
6491788851		Subaru		2015	27500			rebuilt		missoula		15999
6496836830		Subaru		1997	267618		fair	clean	4 cylinders	missoula		1500
6516703223		Subaru		2015	60000		like new	clean	6 cylinders	missoula		17900
6518583472		Subaru		2003	161400	4S4BT62C937111065	good	rebuilt	4 cylinders	missoula		7900
6488330567		Subaru		2015	79000		like new	clean	4 cylinders	missoula		16900
6510210779		Subaru		2002	193500		fair	salvage	4 cylinders	missoula		2400
6517402755		Subaru		2009	104755	JF1GE61639H505816		clean	4 cylinders	missoula		6900
6510080244		Subaru					fair	missing		missoula		950
6512576185		Subaru		1999	229700		good	clean	4 cylinders	missoula		3100
6516250537		Subaru		2001				clean	4 cylinders	missoula		2990
6484555956		Subaru		1990				clean		missoula		600
6495814568		Subaru		2003	146262		good	clean	6 cylinders	missoula		10500
6517116093		Subaru		2004	217505	JF1SG65654G760738	excellent	clean	4 cylinders	missoula		6395
6494072022		Subaru		2002	250000		good	clean	6 cylinders	missoula		1800
6471409796		Subaru		2016	20487		like new	rebuilt	4 cylinders	missoula		13900
6502603666		Subaru		2005	116000		salvage	salvage	4 cylinders	missoula		400
6487447993		Subaru		2008	145000		excellent	clean	4 cylinders	missoula		8999
6510825141		Subaru		2003	261000		good	clean	4 cylinders	missoula		5900
6495124162		Subaru		2007	168500		fair	clean	4 cylinders	missoula		4000
6519807670		Subaru		2010	99000		excellent	rebuilt	4 cylinders	missoula		8600
6472839679		Subaru		2008	119450	F1GH63618H834422	good	salvage	4 cylinders	missoula		6100
6494385150		Subaru		2001	123000		excellent	clean	4 cylinders	missoula		4599
6511512668		Subaru		1995	285000			clean	4 cylinders	missoula		1400
6481911860		Subaru		1995	162000			clean		missoula		2400
6518397200		Subaru		2010	165528	4S4BRBBC9A3386008	excellent	clean	4 cylinders	missoula		11250
6515752067		Subaru		2014	45000		like new	lien	4 cylinders	missoula		13131
6503602365		Subaru		2013	32154		like new	rebuilt	4 cylinders	missoula		10000
6482898021		Subaru		1997	140000		salvage	clean	4 cylinders	missoula		500
6516040763		Subaru			150000			clean		missoula		10000
6501172261		Subaru		1993				clean	4 cylinders	missoula		1900
6502073964		Subaru		2003	220000		good	clean	4 cylinders	missoula		2200
6500994296		Subaru		2005			excellent	salvage	4 cylinders	missoula		5500
6468264418		Subaru			175000		good	clean	4 cylinders	missoula		4110
6489033570		Subaru		2014	6800		excellent	clean		atlanta	otp west	9900
6512513026		Subaru		2008	117871	4S4BP61C687343927	excellent	clean	4 cylinders	atlanta	otp east	8995
6503197234		Subaru						missing		atlanta	atlanta	1400
6495588378		Subaru		2009				clean		atlanta	atlanta	7100
6474360012		Subaru		2000	293000		good	clean		atlanta	atlanta	2500
6478906345		Subaru		2009	62000			clean		atlanta	otp north	9100
6518581589		Subaru		1998				clean		atlanta	otp north	2200
6485638724		Subaru		2008	131973		excellent	clean	4 cylinders	atlanta	otp east	5500
6518421921		Subaru		2004	190000			clean		atlanta	atlanta	3450
6516222730		Subaru		2016	016200		like new	clean	4 cylinders	atlanta	atlanta	19000
6500528579		Subaru		2011			like new	clean	4 cylinders	atlanta	atlanta	9500
6485295659		Subaru		2011	125000		good	clean	4 cylinders	atlanta	otp north	5200
6518602952		Subaru		2007				clean		atlanta	atlanta	7300
6509281154		Subaru		2008	149000		excellent	clean	4 cylinders	atlanta	otp east	9900
6502058611		Subaru		2010	97000		excellent	clean	6 cylinders	atlanta	atlanta	11000
6496812529		Subaru		2000	85000		good	clean	4 cylinders	atlanta	otp north	8500
6513641006		Subaru		1999				clean		atlanta	otp east	700
6496815993		Subaru		2001	175000		good	clean		atlanta	atlanta	3300
6515741315				2004				salvage		atlanta	atlanta	1
6490498176		Subaru			102000		excellent	clean	4 cylinders	atlanta	otp north	5700
6503878544		Subaru		1995	124000		good	clean	6 cylinders	atlanta	atlanta	2000
6470719664		Subaru		2006	235000		good	clean	4 cylinders	minneapolis	hennepin co	3500
6491706257		Subaru		2003	135000	4S3BH675037620302	fair	clean	4 cylinders	minneapolis	washington/WI	1000
6501581507		Subaru		2009			excellent	clean	4 cylinders	minneapolis	ramsey co	9500
6496715638				1995	212222		good	clean	6 cylinders	minneapolis	ramsey co	11000
6517235068		Subaru		2015	50000		like new	clean	4 cylinders	minneapolis	hennepin co	28000
6520529122		Subaru		2006	121000		excellent	salvage	4 cylinders	minneapolis	dakota/scott	6800
6516872108		Subaru		2003	144500			clean		minneapolis	washington/WI	5900
6519792220		Subaru		2008				clean		minneapolis	ramsey co	6500
6494940427		Subaru		2005	180000			clean	4 cylinders	minneapolis	ramsey co	4900
6516132048		Subaru		2016	27000		excellent	clean	4 cylinders	minneapolis	hennepin co	23000
6472731039		Subaru		2009				clean		minneapolis	hennepin co	5800
6517530387		Subaru		2002			good	clean	4 cylinders	minneapolis	carv/sher/wri	1500
6501764801		Subaru		2010	118000		good	rebuilt	4 cylinders	minneapolis	hennepin co	10000
6476622619		Subaru		2010	83500		excellent	salvage	4 cylinders	minneapolis	dakota/scott	7599
6515563057		Subaru		2010	148000	4S3BMBB6XA3239050	like new	clean	4 cylinders	atlanta	atlanta	6300
6500051162		Subaru		2006				clean		atlanta	otp north	4800
6506477959		Subaru		2010	114000	JF2SH6AC3AH749604	good	clean	4 cylinders	atlanta	atlanta	9000
6516590073		Subaru			172		excellent	clean	6 cylinders	atlanta	atlanta	5500
6497005590		Subaru		2008	121720		excellent	clean	4 cylinders	atlanta	otp north	6200
6510909118		Subaru		2010	161300			clean		minneapolis	washington/WI	5900
6497737059		Subaru		1999	178000		fair	clean	4 cylinders	minneapolis	ramsey co	1500
6499574762		Subaru		2009	110000		good	clean	4 cylinders	minneapolis	hennepin co	7000
6518402421		Subaru		2005			good	clean		atlanta	atlanta	4500
6518353585		subaru	forester	2003	141000		good	clean	6 cylinders	atlanta	atlanta	2700
6496501256		subaru	legacy-outback	2004	167000		good	clean		atlanta	otp east	3495
6515508851		subaru		2010	97000		excellent	clean	6 cylinders	atlanta	atlanta	11000
6504633217		subaru	wrx		7000		like new	lien	4 cylinders	atlanta	otp west	25500
6510109164		subaru	wrx	2002	119100		good	clean	4 cylinders	atlanta	otp south	5500
6508959155		subaru	brz-sti	2006				clean		atlanta	otp north	7500
6519150004		subaru	forester	2002	176500	JF1SF65642H731922	good	clean	4 cylinders	atlanta	otp south	2300
6491501865		subaru	tribeca	2007	127000		good	clean	6 cylinders	atlanta	atlanta	6900
6483761368		subaru		2015				clean		atlanta	otp north	7000
6468701344		subaru		2007	286000	1LNHM84W27y629531	excellent	clean	8 cylinders	atlanta	atlanta	4500
6511074390		subaru	wrx	1993,2015				clean		atlanta	atlanta	21000
6469106365		subaru	sti-wrx	2015	15250	JF1VA2P68F9831183	excellent	lien	4 cylinders	atlanta	atlanta	29750
6507151958		subaru	outback	2015	43000	4S4BSELC0F3307838	good	clean	6 cylinders	atlanta	atlanta	25250
6518599219		subaru	outback	2004	164299	4S3BE686947208610	good	rebuilt	4 cylinders	atlanta	atlanta	2995
6500182497		subaru	impreza		73000		excellent	clean	4 cylinders	atlanta	atlanta	3800
6451249723		subaru	outback	2007	75000		excellent	clean	4 cylinders	atlanta	otp east	8995
6495202479		subaru	impreza	2007				clean		atlanta	atlanta	6599
6507668602		subaru	impreza-wrx	2008	38000		like new	clean	4 cylinders	atlanta	otp north	16200
6503803562		subaru	sti	2004	129000			clean	4 cylinders	atlanta	atlanta	18500
6494317953		subaru	wrx	2002	195		good	clean	4 cylinders	atlanta	atlanta	4000
6508887999		subaru	forester	2001	175000		good	clean	4 cylinders	atlanta	otp north	1700
6519922914		subaru	wrx	2002	133000		good	clean	4 cylinders	minneapolis	hennepin co	5500
6517733301		subaru	impreza-wrx	2004			good	rebuilt	4 cylinders	minneapolis	hennepin co	1
6513381071		subaru	outback	2011	151000		excellent	clean	4 cylinders	minneapolis	hennepin co	9775
6492943370		subaru	sti-wrx	2006	34000			clean		minneapolis	hennepin co	24800
6477710062		subaru	sti-wrx	2008	113000			clean		minneapolis	dakota/scott	17400
6495621662		subaru	forester	2005	220000	JF1SG63695H752544	excellent	clean	4 cylinders	minneapolis	hennepin co	3500
6517057873		subaru	baja	2003	116000		excellent	clean	4 cylinders	minneapolis	hennepin co	9995
6517068684		subaru	forester	2006			excellent	clean	4 cylinders	minneapolis	hennepin co	7000
6477831941		subaru	sti-wrx	2006	156687		good	clean	4 cylinders	minneapolis	dakota/scott	11000
6516771205		subaru	sti-wrx	2005	174000		excellent	clean	4 cylinders	minneapolis	washington/WI	14500
6515948567		subaru	forester	2014	91000	JF2SJAEC4EH401141	like new	clean	4 cylinders	minneapolis	hennepin co	14500
6466870501		subaru	impreza-wrx	2009	154500		excellent	lien	4 cylinders	minneapolis	anok/chis/isa	11500
6515307894		subaru	forester-xt	2004	167000			clean	4 cylinders	minneapolis	hennepin co	7500
6515361324		subaru	impreza-sti-wrx	2004	116000		excellent	clean	4 cylinders	minneapolis	hennepin co	9800
6518515578		subaru	tribeca	2006			excellent	clean	6 cylinders	minneapolis	ramsey co	4250
6512646261				2006	159893		good	clean	4 cylinders	minneapolis	hennepin co	1950
6491037466		subaru	tribeca	2009				clean		minneapolis	hennepin co	6500
6521034838		subaru	outback	2005	193222			clean		minneapolis	ramsey co	1999
6517193884				2004				lien	4 cylinders	minneapolis	dakota/scott	7000
6518689977		subaru	tribeca	2006				clean		minneapolis	hennepin co	1200
6495312851		subaru	sti-wrx	2014				salvage		minneapolis	hennepin co	20500
6493907013		subaru	legacy-outback	1998	230000			clean	4 cylinders	minneapolis	anok/chis/isa	450
6516471394		subaru	impreza	2015	7900		like new	rebuilt	4 cylinders	minneapolis	ramsey co	12800
6519980818		subaru		2008			like new	clean	6 cylinders	minneapolis	hennepin co	8450
6519459338		subaru		2011	153000		excellent	clean	4 cylinders	minneapolis	hennepin co	10000
6509788353		subaru	wrx	2002				parts only		minneapolis	ramsey co	600
6520160362		subaru	outback	2011	76000		excellent	clean	4 cylinders	minneapolis	hennepin co	15900
6518518982		subaru	outback	2011				clean		minneapolis	washington/WI	10000
6514461931		subaru	legacy-outback	2000	219089			clean		minneapolis	ramsey co	1200
6492232158		subaru	legacy	2016	7250		new	salvage	4 cylinders	minneapolis	dakota/scott	18500
6515301760		subaru	legacy	2005	127000		excellent	clean		minneapolis	carv/sher/wri	6000
6504682569		subaru	legacy	1999	224000			clean	4 cylinders	minneapolis	ramsey co	1400
6514668547		subaru	forester	2003	220000		salvage	parts only		minneapolis	hennepin co	500
6519965456		subaru	impreza	2008	115966		good	clean	4 cylinders	minneapolis	ramsey co	6500
6486604404		subaru	forester	2009	141000		excellent	clean	4 cylinders	minneapolis	carv/sher/wri	7400
6471270194		subaru	justy	1991			fair	clean	3 cylinders	minneapolis	washington/WI	1000
6520518819		subaru	outback	2006	163000		excellent	clean	4 cylinders	minneapolis	hennepin co	7000
6490312708		subaru	sti-wrx	2005	32500	JF1GR8H67DL851363	excellent	lien	4 cylinders	minneapolis	hennepin co	30000
6491305195		subaru	legacy	2001				missing		minneapolis	washington/WI	150
6519951764		subaru	outback	2003	196153	4S3BH806637654534	fair	clean	6 cylinders	minneapolis	ramsey co	1400
6514169576				1993				clean		minneapolis	ramsey co	2000
6489262487		subaru		2008	105000		excellent	clean	4 cylinders	minneapolis	dakota/scott	6500
6499600929		subaru	forester	2015	126000		excellent	clean	4 cylinders	minneapolis	hennepin co	12500
6506286886		subaru	wrx	2008	42000		like new	salvage	6 cylinders	minneapolis	dakota/scott	11999
6521079243		subaru	impreza	2009	74500		excellent	clean	4 cylinders	minneapolis	hennepin co	8500
6510339719		subaru	forester	2009		JF2SH61649H702412	excellent	rebuilt	4 cylinders	minneapolis	hennepin co	10900
6516933246		subaru		2006	198000		like new	clean	5 cylinders	minneapolis	hennepin co	6350
6488230020		subaru	wrx	2008	101000		excellent	clean	4 cylinders	minneapolis	hennepin co	18600
6486779534		subaru			290000		good	clean	8 cylinders	minneapolis	dakota/scott	4000
6482772103		subaru		2007		jnkbv61e67m705331	good	lien	6 cylinders	minneapolis	hennepin co	11000
6492253715		subaru	legacy	2004	184099		fair	clean	4 cylinders	minneapolis	anok/chis/isa	2500
6517266064		subaru	outback	2008	121472	4S4BP61C487353565	excellent	clean	4 cylinders	minneapolis	hennepin co	8499
6486191797		subaru	brz	2016	10000		excellent	rebuilt	4 cylinders	minneapolis	ramsey co	21000
6486068592		subaru	legacy	1997	213191	4s3bk4258v7322841	good	clean		minneapolis	ramsey co	1300
6515839797		subaru	brz	2014	9800	JF1ZCAC16E9604105	excellent	clean	4 cylinders	minneapolis	hennepin co	18000
6516619889		subaru	forester-xt	2006			good	clean	4 cylinders	minneapolis	hennepin co	8000
6520043035		subaru	wrx	2003	194000		excellent	clean	6 cylinders	minneapolis	anok/chis/isa	5500
6488563280		subaru	tribeca		134000	4s4wx83c764426632	excellent	clean	6 cylinders	minneapolis	ramsey co	7875
6516460585		subaru	legacy	2010	107511			rebuilt		minneapolis	ramsey co	7500
6491039445		subaru	impreza		11000		like new	salvage	4 cylinders	minneapolis	anok/chis/isa	10500
6518933985		subaru	outback	1999	186000		fair	clean	4 cylinders	minneapolis	carv/sher/wri	325
6455819385		subaru	forester	2002	200000		salvage	clean	4 cylinders	minneapolis	hennepin co	1000
6493757412		subaru	impreza	2015	55000		like new	clean	4 cylinders	minneapolis	hennepin co	13495
6465263800		subaru	forester	2016	22678			clean		minneapolis	hennepin co	26400
6515070706		subaru		2005	190000		excellent	clean	4 cylinders	minneapolis	ramsey co	5500
6518513542		subaru	outback	2011	87799			clean		minneapolis	hennepin co	10000
6517987915		subaru	outback	2010	161300			clean		minneapolis	anok/chis/isa	5900
6499546348		subaru	sti-wrx	2004	160000			clean		minneapolis	hennepin co	17995
6496731808		subaru	impreza	2007	91000	-------	good	lien	4 cylinders	minneapolis	ramsey co	6800
6500066162		subaru	legacy	2008	122200		excellent	clean	4 cylinders	minneapolis	ramsey co	6000
6508369329		subaru	outback	2015	44000		excellent	clean	6 cylinders	minneapolis	washington/WI	22000
6514933294		subaru	wrx	2013	130000		excellent	clean	4 cylinders	minneapolis	anok/chis/isa	15000
6518506036		subaru	forester		99000		excellent	clean	4 cylinders	minneapolis	carv/sher/wri	9500
6506515083		subaru	forester	1998	210000			clean		minneapolis	washington/WI	1500
6498114607		subaru	outback	2001	180		good	clean	4 cylinders	minneapolis	hennepin co	1900
6488294872		subaru	outback	2003	140000			clean		minneapolis	ramsey co	1500
6517406955		subaru	forester	1999	212000		fair	clean	6 cylinders	minneapolis	hennepin co	700
6504335199		subaru	sti-wrx	2005	207			clean		minneapolis	washington/WI	9000
6517756924		subaru	forester	2012	46000	XXX	like new	clean	4 cylinders	minneapolis	hennepin co	16500
6515425184		subaru		2009	111		excellent	clean	4 cylinders	minneapolis	dakota/scott	7295
6493170057		subaru	wrx	2004	135000		good	clean	4 cylinders	minneapolis	hennepin co	8500
6509978833		subaru	forester	2015				rebuilt		minneapolis	dakota/scott	14000
6488046111		subaru	legacy	2009	106000		good	clean	4 cylinders	minneapolis	carv/sher/wri	9000
6494488829		subaru	wrx	2004	215000		good	clean	4 cylinders	minneapolis	anok/chis/isa	4000
6516501016		subaru	forester	2001	250000	JF1SF65611G736127	fair	lien	4 cylinders	minneapolis	ramsey co	2000
6500227485		subaru	impreza	1999				clean		minneapolis	dakota/scott	1000
6515337004		subaru	wrx	2005				clean		minneapolis	dakota/scott	5000
6508685052		subaru	sti	2010	26000			lien	4 cylinders	minneapolis	ramsey co	27000
6513841466		subaru	sti	2012	46700		like new	clean	4 cylinders	minneapolis	hennepin co	27000
6504484153		subaru	outback	2013	59200		like new	clean	4 cylinders	minneapolis	hennepin co	17499
6505260042		subaru	legacy	1993,2008,2011	150000		excellent	clean	4 cylinders	minneapolis	hennepin co	9860
6490885853		subaru	wrx	2013	49000		excellent	clean	4 cylinders	minneapolis	anok/chis/isa	19500
6487853951		subaru		2014	39000			rebuilt		minneapolis	hennepin co	8995
6490476794		subaru	crosstrek	2014	16000		excellent	rebuilt	4 cylinders	minneapolis	anok/chis/isa	13000
6485945713		subaru	legacy	2015				clean		minneapolis	dakota/scott	17500
6513983308		subaru	impreza	2008	120250			clean		minneapolis	carv/sher/wri	6400
6516604070		subaru	impreza	2009	89400		good	rebuilt	4 cylinders	minneapolis	hennepin co	6450
6518562203		subaru	forester	2001				clean	4 cylinders	minneapolis	anok/chis/isa	1000
6492545735		subaru	outback	2008				clean		minneapolis	anok/chis/isa	6900
6485762760		subaru	forester-xt	2004	203122		excellent	clean	4 cylinders	minneapolis	hennepin co	5500
6499045430		subaru	outback	2007	149148		good	clean	4 cylinders	minneapolis	washington/WI	5000
6514102580		subaru	baja	2003	172000		good	clean		minneapolis	hennepin co	7495
6502203887				1993	200000		fair	clean	4 cylinders	minneapolis	hennepin co	750
6481743989		subaru	legacy	2014			good	salvage		minneapolis	carv/sher/wri	8200
6501413854		subaru	impreza	2008	128000		new	clean	4 cylinders	minneapolis	anok/chis/isa	7900
6502356813		subaru	outback	2010	99250		excellent	salvage	4 cylinders	minneapolis	hennepin co	7900
6498995401		subaru	wrx	2002				clean		minneapolis	anok/chis/isa	4500
6486448794		subaru	outback	1998	163000		good	clean		minneapolis	ramsey co	2200
6516770588		subaru	forester	2011				clean		minneapolis	washington/WI	9500
6508248126		subaru	legacy	2002	149	Ask	excellent	clean	4 cylinders	minneapolis	anok/chis/isa	3100
6501237653		subaru	outback	1997	220000		fair	clean	4 cylinders	minneapolis	anok/chis/isa	900
6491255063		subaru	impreza	2013	44		excellent	rebuilt	4 cylinders	atlanta	atlanta	8300
6511084838		subaru	wrx	2007				clean		atlanta	otp north	5500
6511795515		subaru	outback	2002	170		excellent	clean		atlanta	otp north	4499
6512532172		subaru	legacy	2000				clean		atlanta	otp north	1950
6519580519		subaru	crosstrek	2013	62041		excellent	clean	4 cylinders	atlanta	atlanta	17000
6516000608		subaru	brz	2013	73000		excellent	clean		atlanta	atlanta	13800
6481485663		subaru	tribeca	2008	199000		excellent	clean	6 cylinders	atlanta	atlanta	5795
6491780806		subaru	tribeca	2006	172382			clean		atlanta	otp north	2600
6512526771		subaru	impreza-wrx	2007			excellent	clean		atlanta	otp north	5500
6507892742		subaru	wrx	2004			fair	clean	4 cylinders	atlanta	atlanta	7000
6518096819		subaru	sti	2005	169			clean		atlanta	atlanta	13000
6514546877		subaru	outback	2007				clean		atlanta	atlanta	3900
6483069391		subaru	outback	2014	60000		like new	clean		atlanta	atlanta	15500
6508134173		subaru	forester	2006		jf1sg63616h704697	good	clean	4 cylinders	atlanta	atlanta	5000
6515666250		subaru	brz	2015	29600			rebuilt	4 cylinders	atlanta	atlanta	15000
6507150116		subaru	outback	2007				clean		atlanta	atlanta	4200
6477771962		subaru	wrx	2002	230000		good	clean	4 cylinders	atlanta	otp north	5700
6489531414		subaru	outback	2001	175000		good	clean	4 cylinders	atlanta	otp west	3300
6517727524		subaru	outback	2014	55008	4S4BRBPC9E3228090	excellent	clean	4 cylinders	atlanta	otp north	21800
6466956231		subaru	legacy-outback	2005				clean		atlanta	atlanta	5495
6494402839		subaru	wrx	2004	203973	JF1GD29644G522235	good	clean	4 cylinders	atlanta	otp north	5000
6507521350		subaru	outback	2000				clean		atlanta	otp north	2895
6517644503		subaru	outback	2013				clean		atlanta	atlanta	6500
6513154945		subaru	legacy	2012				clean		atlanta	atlanta	17500
6513588161				1999	180000		good	clean	4 cylinders	atlanta	otp west	2250
6507854364		subaru		1999			fair	clean	4 cylinders	atlanta	atlanta	275
6503851508		subaru	outback	2008	172340		excellent	clean	4 cylinders	atlanta	otp south	6800
6517929773		subaru	brz	2013	36000			clean		atlanta	atlanta	15999
6486910812		subaru	outback	2001	277000		good	clean	6 cylinders	atlanta	otp north	2000
6496521979		subaru	legacy	2001	112000		good	clean		atlanta	otp east	3250
6518049398		subaru	forester	2000	147000		good	clean	4 cylinders	atlanta	otp north	1650
6497733604		subaru	forester	2007	83000		good	clean	4 cylinders	atlanta	otp north	9900
6515596982		subaru	impreza	2008				clean		atlanta	atlanta	5600
6520785935		subaru	sti-wrx	2014	6800		excellent	clean		atlanta	otp west	9900
6495008744		subaru	brz	2015	17000		good	clean	4 cylinders	atlanta	otp north	22000
6517835720		subaru	brz	2016	33500	JF1ZNAA14G8702099	excellent	clean	4 cylinders	atlanta	otp east	16999
6495341251		subaru	legacy	2002	216669		good	clean		atlanta	otp east	1900
6512515919		subaru	outback	2008	117871	4S4BP61C687343927	excellent	salvage	4 cylinders	atlanta	otp east	9795
6505592440		subaru	outback-xt	2007	150000		excellent	clean	4 cylinders	atlanta	atlanta	4800
6506938995		subaru	impreza	1997	174000	JF1GF4353VH810510	good	clean	4 cylinders	atlanta	otp north	2750
6497357449		subaru	baja	2003	77051			clean		atlanta	otp north	14400
6515282091		subaru	outback	2001				clean		atlanta	otp north	3000
6479238612		subaru		2003	132200		good	clean	8 cylinders	atlanta	atlanta	3800
6511795136		subaru	outback	2000	147		excellent	clean	4 cylinders	atlanta	otp west	5697
6509659589		subaru	sti	2015	45000		excellent	clean	4 cylinders	atlanta	otp north	30000
6516995140		subaru	outback	2007				clean		atlanta	atlanta	3900
6503091464		subaru	impreza-wrx	2011	80175	JF1GR7E63BG822768	excellent	clean	4 cylinders	atlanta	otp north	16000
6514211764		subaru	impreza	2008	10000000		good	clean	4 cylinders	atlanta	otp north	5500
6461541620		subaru						clean		atlanta	atlanta	5
6514585563		subaru	sti	2004	130000		excellent	clean	4 cylinders	atlanta	atlanta	15000
6515598699		subaru	impreza-wrx	2004	167			clean	4 cylinders	atlanta	atlanta	6900
6500812408		subaru	sti-wrx	2017,2007	63000	Jf1gd766x7l512970	excellent	clean	4 cylinders	atlanta	atlanta	23000
6512831745					186000		good	clean		atlanta	otp north	3500
6481265002		subaru	outback	2003	194000		good	clean	4 cylinders	atlanta	atlanta	2400
6509689792		subaru	outback	2003	245500		good	clean	4 cylinders	atlanta	otp south	2100
6515178356		subaru	sti-wrx	2015	30000		excellent	clean	4 cylinders	atlanta	otp north	28000
6484450352		subaru	forester	2016			like new	clean	4 cylinders	atlanta	atlanta	18350
6500645533		subaru	impreza	2001	149000		good	clean	4 cylinders	atlanta	atlanta	1699
6489806842		subaru		2002	171000		excellent	clean	6 cylinders	atlanta	atlanta	12750
6491456072		subaru	tribeca	2007	127000		excellent	clean	6 cylinders	atlanta	atlanta	6900
6514025237		subaru	forester	2003	161000		good	clean	4 cylinders	atlanta	atlanta	3500
6501130539		subaru	tribeca	2007	140600		good	clean	6 cylinders	atlanta	otp south	9100
6519439019		subaru	outback	2008	128845		excellent	clean		atlanta	otp south	8500
6505676579		subaru	sti	2015	22000	JF1VA2L63F9824518		clean		atlanta	atlanta	34999
6517392971		subaru	impreza	2007				clean		atlanta	atlanta	5500
6501647901		subaru	impreza	2012	58000			clean		atlanta	atlanta	12500
6497248358		subaru	impreza	2013				rebuilt		atlanta	atlanta	8700
6509960925		subaru	sti-wrx	2017	11000	JF1VA2Z64H9837174	like new	lien	4 cylinders	atlanta	otp north	34500
6506655725		subaru	forester-wrx-xt	2008	138500			clean	4 cylinders	atlanta	otp north	6500
6491883160		subaru	tribeca	1990	165000		excellent	clean	6 cylinders	atlanta	atlanta	6995
6509451513		subaru	wrx	2002	222700			clean		atlanta	otp west	6000
